,Unnamed: 0,Unnamed: 0.1,Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
271,262,272,group_642,pilE1_2,Fimbrial protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,1,0,1,1.0,1.0
270,263,271,group_2787,,hypothetical protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,3,0,3,0.25,0.25
269,264,270,group_2725,,hypothetical protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,2,0,2,0.5,0.5
268,265,269,group_2412,,hypothetical protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,3,0,3,0.25,0.25
266,268,265,group_1713,,hypothetical protein,298,115,0,6,100.0,4.958677685950414,inf,0.0005301164827973,1.0,0.0068360958060594,2,2,0,0.5,0.5
265,269,264,group_1086,,hypothetical protein,298,115,0,6,100.0,4.958677685950414,inf,0.0005301164827973,1.0,0.0068360958060594,3,3,0,0.25,0.25
264,270,263,group_1494,,hypothetical protein,55,42,243,79,18.45637583892617,65.28925619834712,0.4257299627669998,0.0005295880918077,1.0,0.0068360958060594,14,10,8,0.1795654296875,0.7905273437500004
263,271,262,group_1533,,hypothetical protein,8,14,290,107,2.684563758389262,88.42975206611571,0.2108374384236453,0.0005276169624481,1.0,0.0068360958060594,12,6,7,0.7744140625000003,1.0
262,272,261,group_2507,yigL,Pyridoxal phosphate phosphatase YigL,23,0,275,121,7.718120805369128,100.0,inf,0.000519999054106,1.0,0.0068360958060594,7,7,0,0.015625,0.015625
261,273,267,group_1559,fimA,Fimbrial protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,2,0,2,0.5,0.5
267,266,268,group_1582,,hypothetical protein,0,6,298,115,0.0,95.0413223140496,0.0,0.0005301164827973,1.0,0.0068360958060594,1,0,1,1.0,1.0
274,274,274,group_1765,,hypothetical protein,278,98,20,23,93.28859060402684,19.00826446280992,3.262244897959184,0.0005450963540781,1.0,0.0069792155007599,15,6,10,0.3017578125000001,0.6072387695312501
275,275,275,group_227,,Type II transport protein GspH,43,4,255,117,14.429530201342285,96.69421487603306,4.932352941176471,0.0005502765440595,1.0,0.0070200134479486,12,11,3,0.00634765625,0.14599609375
276,276,276,group_1208,,hypothetical protein,269,120,29,1,90.26845637583892,0.8264462809917356,0.0772988505747126,0.0005579117121411,1.0,0.0070917225214766,8,1,7,0.0703125,0.0703125
277,277,277,group_1438,,hypothetical protein,287,105,11,16,96.30872483221476,13.223140495867767,3.975757575757576,0.0007131783704627,1.0,0.0090327375625869,10,4,6,0.7539062500000002,0.7539062500000002
278,278,278,group_1906,,hypothetical protein,210,104,88,17,70.46979865771812,14.049586776859504,0.3900786713286713,0.0007567629828668,1.0,0.0095504030920225,14,6,11,0.057373046875,0.7905273437500004
279,279,279,group_619,,hypothetical protein,118,70,180,51,39.59731543624161,42.14876033057851,0.4776190476190476,0.0007709817964404,1.0,0.0096950960902381,16,10,11,0.2101135253906249,0.454498291015625
281,280,281,group_514,,hypothetical protein,261,118,37,3,87.58389261744966,2.479338842975207,0.179340357306459,0.0008558212613409,1.0,0.0106856264580903,12,3,10,0.03857421875,0.14599609375
280,281,280,group_970,,hypothetical protein,14,18,284,103,4.697986577181208,85.12396694214877,0.2820813771517997,0.000854452377719,1.0,0.0106856264580903,10,4,8,0.109375,0.7539062500000002
282,282,282,group_244,,hypothetical protein,276,98,22,23,92.61744966442951,19.00826446280992,2.9443413729128016,0.0008613523110113,1.0,0.0107166836998979,15,6,10,0.3017578125000001,0.6072387695312501
288,284,290,group_475,pilE_1,Fimbrial protein,1,7,297,114,0.3355704697986577,94.21487603305783,0.0548340548340548,0.0008949820283339,1.0,0.0108289749888785,3,1,2,1.0,1.0
290,283,288,group_1561,,hypothetical protein,1,7,297,114,0.3355704697986577,94.21487603305783,0.0548340548340548,0.0008949820283339,1.0,0.0108289749888785,5,1,4,0.375,0.375
287,285,287,dpnC,,Type-2 restriction enzyme DpnI,297,114,1,7,99.66442953020132,5.785123966942149,18.23684210526316,0.0008949820283339,1.0,0.0108289749888785,3,2,1,1.0,1.0
289,286,289,group_2797,rsmD,Ribosomal RNA small subunit methyltransferase D,1,7,297,114,0.3355704697986577,94.21487603305783,0.0548340548340548,0.0008949820283339,1.0,0.0108289749888785,5,1,4,0.375,0.375
285,287,285,group_280,pilE1_2,Fimbrial protein,21,0,277,121,7.046979865771812,100.0,inf,0.0008860099733212,1.0,0.0108289749888785,6,6,0,0.03125,0.03125
284,290,283,group_1166,,hypothetical protein,277,121,21,0,92.9530201342282,0.0,0.0,0.0008860099733212,1.0,0.0108289749888785,3,0,3,0.25,0.25
286,289,286,group_4109,,hypothetical protein,268,93,30,28,89.93288590604027,23.1404958677686,2.689605734767025,0.0008890125565701,1.0,0.0108289749888785,14,7,10,0.1795654296875,1.0
283,288,284,group_1907,,hypothetical protein,277,121,21,0,92.9530201342282,0.0,0.0,0.0008860099733212,1.0,0.0108289749888785,5,0,5,0.0625,0.0625
291,291,291,piiC_2,,Outer membrane protein P.IIC,241,79,57,42,80.87248322147651,34.710743801652896,2.2478347768154565,0.0009403466178735,1.0,0.0113389056216875,15,8,11,0.1184692382812499,0.9999999999999996
292,292,292,group_942,,hypothetical protein,10,15,288,106,3.355704697986577,87.60330578512396,0.2453703703703703,0.0009572820941201,1.0,0.0115037210013555,7,5,4,0.4531249999999996,0.9999999999999998
297,293,297,group_2698,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,1,2,1.0,1.0
296,294,296,group_2697,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,1,2,1.0,1.0
298,295,298,group_2699,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,1,2,1.0,1.0
294,296,294,group_1584,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,1,2,1.0,1.0
293,297,293,group_1583,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,1,2,1.0,1.0
295,298,295,group_2640,,hypothetical protein,2,8,296,113,0.6711409395973155,93.38842975206612,0.0954391891891891,0.0010500407242144,1.0,0.0123651952841442,3,2,1,1.0,1.0
299,299,299,group_1809,,hypothetical protein,295,112,3,9,98.99328859060402,7.43801652892562,7.901785714285714,0.0010608856570483,1.0,0.0124512613282246,3,1,2,1.0,1.0
300,300,300,group_226,pilE1_2,Fimbrial protein,31,2,267,119,10.40268456375839,98.34710743801654,6.908239700374532,0.0012482345654127,1.0,0.0146014415442469,9,7,2,0.1796875,0.1796875
301,301,301,group_350,,Pretoxin HINT domain protein,16,19,282,102,5.369127516778524,84.29752066115702,0.3045912653975364,0.0013727655577272,1.0,0.0160049918170782,7,4,4,0.9999999999999998,0.9999999999999998
302,302,302,group_74,,hypothetical protein,190,56,108,65,63.758389261744966,53.71900826446281,2.0419973544973544,0.001440795017616,1.0,0.0167427038185678,15,10,8,0.3017578125000001,0.9999999999999996
303,303,303,group_2489,,hypothetical protein,20,0,278,121,6.711409395973154,100.0,inf,0.0015433787181567,1.0,0.0178745690986397,5,5,0,0.0625,0.0625
304,304,304,group_462,,hypothetical protein,7,12,291,109,2.348993288590604,90.08264462809916,0.2184994272623138,0.0015483509159571,1.0,0.0178745690986397,8,4,5,0.7265625000000002,1.0
305,305,305,group_44,,hypothetical protein,272,120,26,1,91.2751677852349,0.8264462809917356,0.0871794871794871,0.0015603377145069,1.0,0.0179540820025455,5,1,4,0.375,0.375
306,306,306,group_487,fimA,Fimbrial protein,53,39,245,82,17.78523489932886,67.76859504132231,0.4548403976975405,0.0017142979517185,1.0,0.0196613781368106,15,8,10,0.3017578125000001,0.9999999999999996
307,307,307,group_1319,,hypothetical protein,173,90,125,31,58.053691275167786,25.6198347107438,0.4767111111111111,0.0017733284491327,1.0,0.0202723684071313,16,10,10,0.454498291015625,0.454498291015625
312,309,313,group_491,pilE_7,Fimbrial protein,0,5,298,116,0.0,95.86776859504133,0.0,0.0018919674472246,1.0,0.0212153419798664,2,0,2,0.5,0.5
313,308,312,group_3540,,hypothetical protein,0,5,298,116,0.0,95.86776859504133,0.0,0.0018919674472246,1.0,0.0212153419798664,3,0,3,0.25,0.25
311,310,311,group_3159,,hypothetical protein,0,5,298,116,0.0,95.86776859504133,0.0,0.0018919674472246,1.0,0.0212153419798664,2,0,2,0.5,0.5
310,311,310,group_2792,,hypothetical protein,0,5,298,116,0.0,95.86776859504133,0.0,0.0018919674472246,1.0,0.0212153419798664,3,0,3,0.25,0.25
309,313,308,group_641,,Type II transport protein GspH,6,11,292,110,2.013422818791946,90.9090909090909,0.2054794520547945,0.0018785506635958,1.0,0.0212153419798664,6,4,2,0.6875000000000002,0.6875000000000002
308,312,309,group_1662,pilE_3,Fimbrial protein,0,5,298,116,0.0,95.86776859504133,0.0,0.0018919674472246,1.0,0.0212153419798664,1,0,1,1.0,1.0
314,314,314,group_2542,,hypothetical protein,37,31,261,90,12.416107382550337,74.3801652892562,0.4115684093437152,0.0019146109573093,1.0,0.0214010958117026,13,10,7,0.09228515625,1.0
315,315,315,group_435,,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",288,107,10,14,96.64429530201345,11.570247933884298,3.768224299065421,0.0020435210073427,1.0,0.0226979099900749,10,7,4,0.3437499999999999,0.7539062500000002
316,316,316,group_1441,,hypothetical protein,10,14,288,107,3.355704697986577,88.42975206611571,0.2653769841269841,0.0020435210073427,1.0,0.0226979099900749,11,6,7,0.548828125,0.9999999999999996
317,317,317,group_2287,,hypothetical protein,39,4,259,117,13.087248322147651,96.69421487603306,4.404440154440154,0.0021592697376739,1.0,0.0239081407117927,10,8,3,0.109375,0.3437499999999999
318,318,318,group_453,,hypothetical protein,34,3,264,118,11.409395973154362,97.5206611570248,5.065656565656566,0.0021663566779734,1.0,0.0239114164988859,11,9,2,0.0654296874999999,0.0654296874999999
319,319,319,group_800,,hypothetical protein,282,103,16,18,94.63087248322148,14.87603305785124,3.0800970873786406,0.0024963818888765,1.0,0.0274680019710445,14,6,9,0.4239501953124999,0.7905273437500004
320,320,320,group_474,pilE_5,Fimbrial protein,4,9,294,112,1.342281879194631,92.56198347107438,0.1693121693121693,0.0026036274892516,1.0,0.0285587924911368,6,3,3,1.0,1.0
321,321,321,group_1596,pilE1_2,Fimbrial protein,18,0,280,121,6.04026845637584,100.0,inf,0.00261733040563,1.0,0.0286199390006936,3,3,0,0.25,0.25
322,322,322,group_1948,,Suppressor of fused protein (SUFU),289,108,9,13,96.97986577181209,10.743801652892564,3.86522633744856,0.00275618267093,1.0,0.0300449510351229,7,2,6,0.125,0.4531249999999996
323,323,323,group_2625,,hypothetical protein,1,6,297,115,0.3355704697986577,95.0413223140496,0.0645342312008978,0.0028251486165537,1.0,0.0305133382787906,3,1,3,0.25,1.0
324,324,324,group_2696,,hypothetical protein,1,6,297,115,0.3355704697986577,95.0413223140496,0.0645342312008978,0.0028251486165537,1.0,0.0305133382787906,3,1,2,1.0,1.0
325,325,325,group_356,pilE_5,Fimbrial protein,1,6,297,115,0.3355704697986577,95.0413223140496,0.0645342312008978,0.0028251486165537,1.0,0.0305133382787906,2,1,2,0.5,1.0
326,326,326,group_1122,,Helix-turn-helix domain protein,112,27,186,94,37.58389261744966,77.68595041322314,2.096375945838312,0.0028399221130828,1.0,0.0305595371579613,15,10,10,0.3017578125000001,0.3017578125000001
327,327,327,group_2743,,hypothetical protein,19,0,279,121,6.375838926174497,100.0,inf,0.00284678448958,1.0,0.0305595371579613,2,2,0,0.5,0.5
328,328,328,group_2413,,hypothetical protein,101,23,197,98,33.89261744966443,80.99173553719008,2.184506731405871,0.0030231786667703,1.0,0.0323544440294787,16,10,9,0.454498291015625,0.8036193847656252
329,329,329,group_588,,hypothetical protein,296,114,2,7,99.32885906040268,5.785123966942149,9.087719298245617,0.0030552658010365,1.0,0.0324023821850896,2,1,1,1.0,1.0
330,330,330,rsmD,,Ribosomal RNA small subunit methyltransferase D,296,114,2,7,99.32885906040268,5.785123966942149,9.087719298245617,0.0030552658010365,1.0,0.0324023821850896,6,4,2,0.6875000000000002,0.6875000000000002
331,331,331,group_1566,,Type II transport protein GspH,2,7,296,114,0.6711409395973155,94.21487603305783,0.11003861003861,0.0030552658010365,1.0,0.0324023821850896,5,2,3,1.0,1.0
332,332,332,group_2666,,hypothetical protein,28,2,270,119,9.395973154362416,98.34710743801654,6.17037037037037,0.003236214144326,1.0,0.0341158982100956,11,9,2,0.0654296874999999,0.0654296874999999
333,333,333,group_922,,hypothetical protein,28,2,270,119,9.395973154362416,98.34710743801654,6.17037037037037,0.003236214144326,1.0,0.0341158982100956,7,6,2,0.125,0.4531249999999996
334,334,334,group_2482,,hypothetical protein,143,39,155,82,47.98657718120805,67.76859504132231,1.939784946236559,0.0033440969764052,1.0,0.0351479565788744,16,12,13,0.021270751953125,0.076812744140625
335,335,335,group_4114,,hypothetical protein,286,106,12,15,95.9731543624161,12.396694214876034,3.3726415094339623,0.0033556400396017,1.0,0.0351643112483267,8,3,5,0.7265625000000002,0.7265625000000002
336,336,336,group_1945,,hypothetical protein,232,109,66,12,77.85234899328859,9.917355371900827,0.3869891576313595,0.0034377522414127,1.0,0.0359178802433654,11,2,11,0.0009765625,0.0654296874999999
337,337,337,group_12,,ISXO2-like transposase domain protein,106,25,192,96,35.57046979865772,79.33884297520662,2.12,0.0035160258454637,1.0,0.0366270029641352,15,10,11,0.1184692382812499,0.3017578125000001
338,338,338,group_2317,,Cro,29,25,269,96,9.731543624161072,79.33884297520662,0.4139776951672862,0.0036284910279069,1.0,0.0376870705287918,15,8,11,0.1184692382812499,0.9999999999999996
339,339,339,pilE_2,,Fimbrial protein,87,19,211,102,29.194630872483224,84.29752066115702,2.2135195809428785,0.0042023554670636,1.0,0.0435190988221499,15,11,8,0.1184692382812499,0.9999999999999996
340,340,340,group_1503,,hypothetical protein,17,0,281,121,5.704697986577181,100.0,inf,0.0045388212397913,1.0,0.0462938167789629,5,5,0,0.0625,0.0625
341,341,341,group_2745,pilE1_5,Fimbrial protein,17,0,281,121,5.704697986577181,100.0,inf,0.0045388212397913,1.0,0.0462938167789629,2,2,0,0.5,0.5
342,342,342,tbpB,,Transferrin-binding protein 2,17,0,281,121,5.704697986577181,100.0,inf,0.0045388212397913,1.0,0.0462938167789629,2,2,0,0.5,0.5
343,343,343,group_2747,pilE_4,Fimbrial protein,17,0,281,121,5.704697986577181,100.0,inf,0.0045388212397913,1.0,0.0462938167789629,3,3,0,0.25,0.25
344,344,344,group_467,,hypothetical protein,17,0,281,121,5.704697986577181,100.0,inf,0.0045388212397913,1.0,0.0462938167789629,3,3,0,0.25,0.25
345,345,345,group_928,,KfrB protein,112,64,186,57,37.58389261744966,47.10743801652893,0.5362903225806451,0.0045491793824257,1.0,0.0462938167789629,15,6,10,0.3017578125000001,0.6072387695312501
346,346,346,group_91,,hypothetical protein,13,15,285,106,4.362416107382551,87.60330578512396,0.3223391812865497,0.0046076569936743,1.0,0.0467537760078598,11,3,8,0.2265625,0.2265625
347,347,347,group_15,,hypothetical protein,119,67,179,54,39.93288590604027,44.62809917355372,0.5358125573251064,0.0047448514982165,1.0,0.0480075348425876,16,8,13,0.021270751953125,1.0
348,348,348,group_460,,Type II transport protein GspH,40,5,258,116,13.422818791946307,95.86776859504133,3.5968992248062017,0.0048377688377698,1.0,0.0488074042343482,14,10,4,0.1795654296875,0.1795654296875
349,349,349,group_1512,,hypothetical protein,129,71,169,50,43.28859060402685,41.32231404958678,0.5375447953996166,0.0049848759044413,1.0,0.0501478515986803,6,3,4,0.6875000000000002,1.0
351,350,351,group_933,pezT,Toxin PezT,59,40,239,81,19.798657718120804,66.94214876033058,0.4998953974895397,0.0051163247416357,1.0,0.051177782429828,13,7,9,0.2668457031249998,1.0
350,351,350,group_2468,,hypothetical protein,59,40,239,81,19.798657718120804,66.94214876033058,0.4998953974895397,0.0051163247416357,1.0,0.051177782429828,13,7,9,0.2668457031249998,1.0
352,352,352,group_141,pilE_3,Fimbrial protein,39,30,259,91,13.087248322147651,75.20661157024794,0.4567567567567567,0.0054080120906195,1.0,0.0539422395781064,15,8,7,0.9999999999999996,0.9999999999999996
353,353,353,group_1758,,HNH endonuclease,293,112,5,9,98.3221476510067,7.43801652892562,4.708928571428571,0.0055082379733325,1.0,0.0547867398421018,4,1,3,0.625,0.625
354,354,354,group_192,,Type II transport protein GspH,76,16,222,105,25.503355704697988,86.77685950413223,2.246621621621621,0.0060731944603659,1.0,0.0602358244928122,10,6,4,0.7539062500000002,0.7539062500000002
379,367,358,porB,,Major outer membrane protein P.IB,156,81,142,40,52.348993288590606,33.057851239669425,0.5425143453312468,0.0066288171756293,1.0,0.0621810889202897,16,11,9,0.2101135253906249,0.8036193847656252
378,355,379,group_3730,pilE_2,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
377,356,378,group_3728,tbpB_2,Transferrin-binding protein 2,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
376,357,377,group_3032,pilE1_3,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
375,359,375,group_2988,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,2,0,2,0.5,0.5
374,360,374,group_2899,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,2,0,2,0.5,0.5
373,361,373,group_2898,pilE_3,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,2,0,2,0.5,0.5
372,362,372,group_2727,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
371,363,371,group_2724,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
370,364,370,group_2723,nrdR,Transcriptional repressor NrdR,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
369,365,369,group_2703,pilE_3,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
368,366,368,group_2700,pilE1_1,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
358,376,357,group_1569,pilE_3,Fimbrial protein,4,8,294,113,1.342281879194631,93.38842975206612,0.1921768707482993,0.0066174867694987,1.0,0.0621810889202897,6,3,4,0.6875000000000002,1.0
366,368,366,group_2632,pilE1_1,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
365,369,365,group_2558,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
364,370,364,group_2549,pilE1_2,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
363,371,363,group_1627,tbpB_2,Transferrin-binding protein 2,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,2,0,2,0.5,0.5
362,372,362,group_1618,pilE1_1,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,3,0,3,0.25,0.25
361,373,361,group_1590,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
360,374,360,group_1586,pilE_2,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
359,375,359,group_1010,pilE_8,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,4,0,4,0.125,0.125
357,377,356,group_2505,,hypothetical protein,15,16,283,105,5.033557046979865,86.77685950413223,0.3478356890459363,0.0064796146531936,1.0,0.0621810889202897,13,7,7,1.0,1.0
356,378,355,group_1764,,hypothetical protein,283,105,15,16,94.96644295302012,13.223140495867767,2.874920634920635,0.0064796146531936,1.0,0.0621810889202897,9,4,6,0.5078125,1.0
355,379,367,group_2694,,hypothetical protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,1,0,1,1.0,1.0
367,358,376,group_3000,pilE_3,Fimbrial protein,0,4,298,117,0.0,96.69421487603306,0.0,0.006710824705967,1.0,0.0621810889202897,2,0,2,0.5,0.5
380,380,380,group_59,,Neisseria meningitidis TspB protein,123,68,175,53,41.2751677852349,43.80165289256198,0.5478151260504202,0.0067307946731971,1.0,0.0622024358118825,16,10,12,0.076812744140625,0.454498291015625
381,381,381,group_1867,,hypothetical protein,193,95,105,26,64.76510067114094,21.487603305785125,0.5030576441102756,0.0072962947846993,1.0,0.0672519736568749,13,6,12,0.0034179687499999,1.0
383,382,383,group_3140,,hypothetical protein,15,0,283,121,5.033557046979865,100.0,inf,0.007666666124168,1.0,0.0702977380812386,5,5,0,0.0625,0.0625
382,383,382,group_2570,,hypothetical protein,15,0,283,121,5.033557046979865,100.0,inf,0.007666666124168,1.0,0.0702977380812386,6,6,0,0.03125,0.03125
384,384,384,group_2552,tbpB_2,Transferrin-binding protein 2,3,7,295,114,1.006711409395973,94.21487603305783,0.1656174334140435,0.0077341243136267,1.0,0.0705488386224865,3,2,1,1.0,1.0
385,385,385,pilE1_4,,Fimbrial protein,3,7,295,114,1.006711409395973,94.21487603305783,0.1656174334140435,0.0077341243136267,1.0,0.0705488386224865,4,2,3,0.625,1.0
386,386,386,group_2260,,"POTRA domain, ShlB-type",52,36,246,85,17.449664429530202,70.24793388429752,0.499096657633243,0.0077986043544068,1.0,0.0709531936223937,16,13,9,0.021270751953125,0.8036193847656252
387,387,387,pilE1_3,,Fimbrial protein,25,2,273,119,8.389261744966444,98.34710743801654,5.448717948717949,0.0081965505769986,1.0,0.0743815839732272,8,6,2,0.2890624999999999,0.2890624999999999
388,388,388,group_1885,,hypothetical protein,245,85,53,36,82.21476510067114,29.75206611570248,1.957824639289678,0.0083525074765801,1.0,0.0756020021209218,16,9,13,0.021270751953125,0.8036193847656252
389,389,389,group_944,,hypothetical protein,16,16,282,105,5.369127516778524,86.77685950413223,0.3723404255319149,0.0084089673349413,1.0,0.075917882016227,10,5,6,0.7539062500000002,1.0
391,390,391,group_1011,,hypothetical protein,1,5,297,116,0.3355704697986577,95.86776859504133,0.0781144781144781,0.0087012222693624,1.0,0.0781556214551662,2,1,1,1.0,1.0
390,391,390,group_300,,hypothetical protein,297,116,1,5,99.66442953020132,4.132231404958678,12.801724137931034,0.0087012222693624,1.0,0.0781556214551662,3,2,1,1.0,1.0
392,392,392,group_2033,,hypothetical protein,160,82,138,39,53.69127516778524,32.231404958677686,0.5514316012725344,0.0088546267169742,1.0,0.0793311467441888,16,10,12,0.076812744140625,0.454498291015625
393,393,393,group_1858,,hypothetical protein,157,81,141,40,52.68456375838926,33.057851239669425,0.5498642850888714,0.008920491619991,1.0,0.0795165847949077,10,8,3,0.109375,0.3437499999999999
394,394,394,group_1859,,hypothetical protein,157,81,141,40,52.68456375838926,33.057851239669425,0.5498642850888714,0.008920491619991,1.0,0.0795165847949077,10,8,3,0.109375,0.3437499999999999
395,395,395,hprA,,Glycerate dehydrogenase,257,115,41,6,86.24161073825503,4.958677685950414,0.3270413573700954,0.0097668075409591,1.0,0.0868407306861543,6,3,4,0.6875000000000002,1.0
396,396,396,group_185,pilE1_1,Fimbrial protein,7,10,291,111,2.348993288590604,91.73553719008264,0.2670103092783505,0.0109172154891492,1.0,0.096824976668248,5,3,4,0.375,1.0
399,398,397,ybaQ,,putative HTH-type transcriptional regulator YbaQ,279,120,19,1,93.6241610738255,0.8264462809917356,0.1223684210526315,0.0116754758770803,1.0,0.1027733764079997,6,1,5,0.21875,0.21875
397,399,398,group_1879,,hypothetical protein,279,120,19,1,93.6241610738255,0.8264462809917356,0.1223684210526315,0.0116754758770803,1.0,0.1027733764079997,6,1,5,0.21875,0.21875
398,397,399,group_959,,hypothetical protein,19,1,279,120,6.375838926174497,99.17355371900828,8.172043010752688,0.0116754758770803,1.0,0.1027733764079997,9,9,1,0.00390625,0.0390625
401,400,401,group_1977,,hypothetical protein,254,114,44,7,85.23489932885906,5.785123966942149,0.3544657097288676,0.0125777786780013,1.0,0.1101650714558276,14,5,10,0.1795654296875,0.4239501953124999
400,401,400,group_1285,,hypothetical protein,254,114,44,7,85.23489932885906,5.785123966942149,0.3544657097288676,0.0125777786780013,1.0,0.1101650714558276,10,3,8,0.109375,0.3437499999999999
402,402,402,group_156,pilE_3,Fimbrial protein,24,2,274,119,8.053691275167784,98.34710743801654,5.211678832116788,0.012809175001719,1.0,0.1118375606235971,9,8,2,0.0390625,0.1796875
403,403,403,group_1756,,"Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT",270,118,28,3,90.6040268456376,2.479338842975207,0.2451573849878934,0.0128640193276219,1.0,0.1118375606235971,8,2,8,0.0078125,0.2890624999999999
404,404,404,group_62,pilE_2,Fimbrial protein,28,3,270,118,9.395973154362416,97.5206611570248,4.079012345679012,0.0128640193276219,1.0,0.1118375606235971,8,6,3,0.2890624999999999,0.7265625000000002
405,405,405,group_1015,,RelE toxin of RelE / RelB toxin-antitoxin system,284,121,14,0,95.3020134228188,0.0,0.0,0.0132477461171136,1.0,0.114326750192052,3,0,3,0.25,0.25
406,406,406,group_1696,,Helix-turn-helix,284,121,14,0,95.3020134228188,0.0,0.0,0.0132477461171136,1.0,0.114326750192052,3,0,3,0.25,0.25
407,407,407,group_640,,hypothetical protein,14,0,284,121,4.697986577181208,100.0,inf,0.0132477461171136,1.0,0.114326750192052,6,6,0,0.03125,0.03125
408,408,408,group_70,pilE1_2,Fimbrial protein,39,6,259,115,13.087248322147651,95.0413223140496,2.886100386100386,0.0144294615254018,1.0,0.1242203766037648,12,9,4,0.14599609375,0.3876953125000001
409,409,409,group_78,,Transposase IS116/IS110/IS902 family protein,220,103,78,18,73.8255033557047,14.87603305785124,0.4929051530993278,0.0144991319346944,1.0,0.1245157159562418,15,7,12,0.03515625,0.9999999999999996
410,410,410,fimA,,Fimbrial protein,128,36,170,85,42.95302013422819,70.24793388429752,1.7777777777777777,0.0149287693853424,1.0,0.1278934233717535,15,10,9,0.3017578125000001,0.6072387695312501
411,411,411,group_581,,Helix-turn-helix domain protein,127,36,171,85,42.61744966442953,70.24793388429752,1.7535737491877843,0.0151564995768271,1.0,0.1295292111893411,16,11,9,0.2101135253906249,0.8036193847656252
412,412,412,group_989,pilE1_2,Fimbrial protein,6,9,292,112,2.013422818791946,92.56198347107438,0.2557077625570776,0.0158386223694972,1.0,0.1350309669806293,4,1,3,0.625,0.625
